Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Target,Type Reclassify,Partition
298.500,309.500,1579,38.600,126,0,"1","1_Training"
298.400,309.500,1514,38.800,128,0,"2","1_Training"
298.300,309.500,1560,36.900,131,0,"2","1_Training"
298.300,309.500,1542,36.700,134,0,"1","1_Training"
298.300,309.400,1668,27.100,136,0,"1","2_Testing"
298.300,309.400,1816,22.600,138,0,"2","1_Training"
298.300,309.400,1509,34.200,141,0,"2","1_Training"
298.400,309.600,1479,37.800,144,0,"1","1_Training"
298.400,309.600,1655,30.200,146,0,"1","1_Training"
298.300,309.500,1711,30.300,148,0,"1","2_Testing"
298.400,309.700,1581,34.600,150,0,"1","2_Testing"
298.600,309.800,1279,55.900,152,0,"3","1_Training"
298.500,309.800,1468,40.900,157,0,"1","1_Training"
298.400,309.700,1419,41.300,159,0,"1","1_Training"
298.400,309.700,1530,38.600,161,0,"1","1_Training"
298.400,309.700,1518,39.800,165,0,"1","1_Training"
298.400,309.700,1679,33.300,167,0,"2","1_Training"
298.400,309.700,1870,22.500,170,0,"2","2_Testing"
298.300,309.700,1484,44.300,173,0,"1","1_Training"
298.400,309.700,1457,44.200,175,0,"1","1_Training"
298.300,309.600,1546,36.200,177,0,"3","2_Testing"
298.200,309.500,1478,36.500,182,0,"2","2_Testing"
298.200,309.400,1447,47.100,185,0,"1","1_Training"
298.200,309.400,1443,45.400,187,0,"1","2_Testing"
298.300,309.600,1527,30.900,189,0,"1","2_Testing"
298.300,309.600,1469,54.800,191,0,"2","1_Training"
298.300,309.600,1681,27.100,194,0,"2","1_Training"
298.300,309.600,1420,44.100,197,0,"1","1_Training"
298.300,309.500,1543,49.900,199,0,"2","1_Training"
298.400,309.500,1376,50.400,202,0,"1","2_Testing"
298.300,309.400,1631,29.800,0,0,"3","1_Training"
298.300,309.300,1529,41.700,5,0,"3","2_Testing"
298.300,309.400,1468,46.200,10,0,"1","2_Testing"
298.300,309.400,1378,52.300,12,0,"1","1_Training"
298.300,309.300,1401,51.900,14,0,"1","1_Training"
298.400,309.300,1531,37.400,16,0,"1","1_Training"
298.400,309.300,1512,35.800,18,0,"1","2_Testing"
298.500,309.400,1522,47.400,20,0,"2","1_Training"
298.500,309.300,1615,31.800,23,0,"2","2_Testing"
298.600,309.300,1449,46.500,26,0,"1","2_Testing"
298.600,309.400,1315,55.500,28,0,"1","1_Training"
298.600,309.400,1465,41.100,30,0,"2","1_Training"
298.600,309.500,1404,43.300,33,0,"2","1_Training"
298.600,309.500,1547,44.800,36,0,"1","1_Training"
298.600,309.500,1426,45.400,38,0,"2","1_Training"
298.600,309.500,1730,30.200,41,0,"1","2_Testing"
298.500,309.400,1548,37.700,43,0,"1","2_Testing"
298.500,309.400,1517,40.200,45,0,"1","2_Testing"
298.600,309.500,1687,29.300,47,0,"1","1_Training"
298.500,309.500,1738,25.200,49,0,"1","2_Testing"
298.400,309.400,1512,35.300,51,0,"3","1_Training"
298.500,309.400,1365,48.700,56,0,"2","1_Training"
298.500,309.400,2011,21.000,59,0,"3","1_Training"
298.400,309.300,1806,27.600,64,0,"1","1_Training"
298.400,309.300,1716,28.400,66,0,"1","1_Training"
298.400,309.400,1666,24.300,68,0,"2","1_Training"
298.500,309.400,1578,36.300,71,0,"1","1_Training"
298.300,309.300,1558,37.200,73,0,"1","1_Training"
298.300,309.200,1456,45.500,75,0,"1","1_Training"
298.200,309.100,1457,49.000,77,0,"2","1_Training"
298.200,309.100,1467,44.500,80,0,"1","1_Training"
298.100,309.000,1661,38.200,82,0,"2","1_Training"
298.100,309.000,1592,33.900,85,0,"1","1_Training"
298.200,309.000,1596,37.200,87,0,"1","1_Training"
298.200,309.000,1489,40.600,89,0,"1","2_Testing"
298.300,309.000,1471,48.300,91,0,"1","2_Testing"
298.300,309.000,1505,41.300,93,0,"2","1_Training"
298.300,309.000,1519,40.000,96,0,"1","2_Testing"
298.300,309.000,1408,45.400,98,0,"1","2_Testing"
298.200,308.900,1332,44.400,100,0,"1","1_Training"
298.100,308.900,1351,52.400,102,0,"1","1_Training"
298.000,308.900,1500,36.700,104,0,"1","1_Training"
298.000,308.700,1614,30.700,106,0,"2","1_Training"
298.000,308.800,1489,36.500,109,0,"1","2_Testing"
297.900,308.700,1751,26.600,111,0,"2","1_Training"
298.000,308.700,1511,45.800,114,0,"1","2_Testing"
297.900,308.600,1691,29.600,116,0,"1","1_Training"
297.900,308.600,1757,27.500,118,0,"1","1_Training"
297.900,308.700,1545,35.900,120,0,"3","2_Testing"
297.900,308.600,2262,15.700,125,0,"1","1_Training"
297.700,308.500,1559,35.200,127,0,"2","2_Testing"
297.600,308.400,1626,32.400,130,0,"1","2_Testing"
297.600,308.300,1424,53.900,132,0,"1","1_Training"
297.600,308.300,1648,29.100,134,0,"2","1_Training"
297.600,308.300,1523,39.500,137,0,"1","1_Training"
297.600,308.300,1502,43.200,139,0,"1","1_Training"
297.500,308.200,1489,40.700,141,0,"1","1_Training"
297.400,308.100,1620,31.200,143,0,"2","1_Training"
297.500,308.100,1631,30.600,146,0,"1","1_Training"
297.500,308.000,1429,45.800,148,0,"2","1_Training"
297.400,308.000,1423,38.000,154,0,"1","1_Training"
297.400,307.900,1390,47.700,156,0,"1","1_Training"
297.400,307.900,1338,48.500,158,0,"2","1_Training"
297.300,307.900,1461,37.500,161,0,"3","1_Training"
297.400,307.900,1627,34.300,166,0,"2","2_Testing"
297.300,307.800,1385,44.400,169,0,"1","1_Training"
297.300,307.800,1538,48.000,171,0,"2","1_Training"
297.400,307.900,1557,35.500,174,0,"1","1_Training"
297.400,307.900,1606,33.400,176,0,"1","2_Testing"
297.500,308.000,1430,44.500,178,0,"2","1_Training"
297.400,308.000,1601,34.600,181,0,"2","1_Training"
297.400,308.000,1356,51.900,184,0,"1","1_Training"
297.500,308.200,1624,30.900,186,0,"2","1_Training"
297.500,308.200,1327,56.500,189,0,"1","2_Testing"
297.600,308.300,1410,47.000,191,0,"1","2_Testing"
297.600,308.300,1478,42.300,193,0,"1","1_Training"
297.600,308.400,1460,40.300,195,0,"1","2_Testing"
297.500,308.300,1435,40.300,197,0,"1","2_Testing"
297.400,308.200,1359,46.900,199,0,"3","2_Testing"
297.400,308.100,1729,31.700,204,0,"1","2_Testing"
297.300,308.000,1384,49.100,206,0,"3","1_Training"
297.400,308.200,1297,52.100,211,0,"1","1_Training"
297.500,308.400,1633,33.300,213,0,"1","1_Training"
297.500,308.400,1505,37.200,215,0,"2","1_Training"
297.500,308.400,1433,50.000,218,0,"1","1_Training"
297.400,308.300,1561,38.300,0,0,"1","1_Training"
297.400,308.300,1472,45.500,2,0,"1","2_Testing"
297.500,308.400,1441,44.500,4,0,"1","2_Testing"
297.500,308.500,1401,50.500,6,0,"2","1_Training"
297.500,308.500,1691,33.100,9,0,"1","1_Training"
297.600,308.600,1382,47.100,11,0,"1","2_Testing"
297.600,308.600,1355,46.400,13,0,"1","1_Training"
297.600,308.600,1529,45.300,15,0,"1","1_Training"
297.700,308.700,1829,24.900,17,0,"1","2_Testing"
297.600,308.600,1480,39.800,19,0,"3","1_Training"
297.600,308.500,1475,42.400,24,0,"1","2_Testing"
297.600,308.500,1431,52.600,26,0,"2","1_Training"
297.500,308.300,1437,42.300,29,0,"1","1_Training"
297.500,308.300,1476,45.600,31,0,"2","2_Testing"
297.500,308.400,1490,39.700,34,0,"3","1_Training"
297.400,308.300,1632,33.500,39,0,"1","2_Testing"
297.400,308.200,1402,49.700,41,0,"1","1_Training"
297.400,308.300,1347,45.800,43,0,"1","1_Training"
297.500,308.400,1747,31.000,45,0,"1","2_Testing"
297.500,308.500,1557,39.100,47,0,"3","1_Training"
297.400,308.400,1371,57.400,52,0,"1","2_Testing"
297.300,308.300,1506,37.000,54,0,"3","2_Testing"
297.300,308.300,1590,35.500,59,0,"1","2_Testing"
297.400,308.300,1336,53.700,61,0,"1","1_Training"
297.300,308.300,1411,43.200,63,0,"1","1_Training"
297.400,308.300,1704,27.300,65,0,"1","1_Training"
297.500,308.400,1723,27.300,67,0,"1","2_Testing"
297.500,308.500,1459,39.700,69,0,"1","1_Training"
297.600,308.500,1572,35.900,71,0,"1","1_Training"
297.500,308.400,1384,56.000,73,0,"1","1_Training"
297.600,308.600,1383,47.500,75,0,"1","2_Testing"
297.600,308.500,1360,48.600,77,0,"2","2_Testing"
297.500,308.400,1596,36.600,80,0,"2","2_Testing"
297.500,308.500,1448,54.300,83,0,"1","2_Testing"
297.600,308.500,1443,38.200,85,0,"2","1_Training"
297.600,308.600,1492,35.500,88,0,"2","1_Training"
297.500,308.600,1497,43.900,91,0,"1","2_Testing"
297.500,308.500,1530,38.500,93,0,"1","1_Training"
297.400,308.400,1478,46.200,95,0,"2","1_Training"
297.400,308.400,1328,61.800,98,0,"1","1_Training"
297.400,308.300,1771,27.400,100,0,"3","1_Training"
297.400,308.400,1564,35.000,105,0,"2","1_Training"
297.300,308.300,1461,41.500,108,0,"3","2_Testing"
297.400,308.300,1335,57.900,113,0,"2","1_Training"
297.400,308.400,1441,46.800,116,0,"2","1_Training"
297.300,308.300,1268,60.600,119,0,"1","2_Testing"
297.300,308.300,1697,27.400,121,0,"2","1_Training"
297.400,308.400,1421,46.000,124,0,"1","1_Training"
297.400,308.500,1496,36.400,126,0,"1","1_Training"
297.500,308.500,1375,55.600,128,0,"1","1_Training"
297.400,308.500,1295,52.100,130,0,"1","1_Training"
297.400,308.500,1643,33.800,132,0,"1","1_Training"
297.500,308.600,1514,36.900,134,0,"1","2_Testing"
297.500,308.600,1671,29.400,136,0,"1","1_Training"
297.500,308.600,1355,58.900,138,0,"3","1_Training"
297.600,308.700,1365,50.600,143,0,"1","1_Training"
297.500,308.700,1407,42.500,145,0,"1","1_Training"
297.500,308.800,1455,46.100,147,0,"2","1_Training"
297.500,308.800,1502,45.900,150,0,"1","1_Training"
297.500,308.800,1471,52.300,152,0,"2","1_Training"
297.500,308.900,1581,30.400,155,0,"1","1_Training"
297.500,308.800,1530,37.800,157,0,"1","2_Testing"
297.500,308.800,1312,50.300,159,0,"1","2_Testing"
297.400,308.600,1494,42.600,161,0,"1","1_Training"
297.400,308.600,1528,29.100,163,0,"2","1_Training"
297.300,308.600,1688,29.400,166,0,"3","2_Testing"
297.300,308.500,1520,42.400,171,0,"2","1_Training"
297.300,308.500,1664,28.900,174,0,"2","1_Training"
297.300,308.500,1514,44.500,177,0,"1","1_Training"
297.300,308.500,1456,54.200,179,0,"1","2_Testing"
297.200,308.500,1494,39.600,181,0,"1","1_Training"
297.200,308.400,1605,30.000,183,0,"1","1_Training"
297.200,308.500,1353,46.500,185,0,"2","1_Training"
297.200,308.500,1447,47.900,188,0,"1","2_Testing"
297.200,308.500,1588,40.400,190,0,"1","1_Training"
297.200,308.500,1524,41.400,192,0,"3","1_Training"
297.200,308.500,1611,31.600,197,0,"2","1_Training"
297.200,308.500,1604,34.900,200,0,"2","2_Testing"
297.100,308.500,1483,46.900,203,0,"1","1_Training"
297.100,308.400,1543,39.600,205,0,"1","1_Training"
297.100,308.500,1555,36.200,0,0,"1","1_Training"
297.100,308.400,1583,31.900,2,0,"1","1_Training"
297.200,308.500,1584,40.000,4,0,"2","2_Testing"
297.200,308.500,1766,25.800,7,0,"1","1_Training"
297.200,308.600,1498,44.400,9,0,"2","2_Testing"
297.200,308.600,1413,49.800,12,0,"1","1_Training"
297.300,308.600,1505,33.500,14,0,"1","1_Training"
297.300,308.700,1438,46.200,16,0,"3","1_Training"
297.300,308.700,1655,34.100,21,0,"2","1_Training"
297.300,308.700,1451,43.800,24,0,"2","2_Testing"
297.300,308.700,1466,38.400,27,0,"2","2_Testing"
297.200,308.600,1774,23.000,30,0,"1","1_Training"
297.200,308.600,1284,51.300,32,0,"2","1_Training"
297.100,308.500,1425,40.000,35,0,"1","1_Training"
297.200,308.600,1437,52.400,37,0,"1","1_Training"
297.200,308.600,1335,53.000,39,0,"1","1_Training"
297.200,308.500,1471,41.700,41,0,"1","2_Testing"
297.200,308.500,1364,54.000,43,0,"2","1_Training"
297.100,308.500,1578,35.600,46,0,"1","1_Training"
297.100,308.500,1712,32.100,48,0,"1","1_Training"
297.100,308.500,1733,28.700,50,0,"1","1_Training"
297.200,308.600,1652,32.100,52,0,"1","1_Training"
297.200,308.600,1917,24.100,54,0,"1","2_Testing"
297.200,308.600,1444,41.100,56,0,"2","2_Testing"
297.100,308.600,1442,37.100,59,0,"1","1_Training"
297.100,308.600,1717,31.300,61,0,"2","1_Training"
297.100,308.700,1474,42.300,64,0,"1","1_Training"
297.200,308.700,1509,39.300,66,0,"1","2_Testing"
297.200,308.800,1451,43.100,68,0,"1","1_Training"
297.300,308.800,1554,36.100,70,0,"1","1_Training"
297.200,308.700,1669,30.700,72,0,"1","1_Training"
297.200,308.600,1366,50.400,74,0,"1","1_Training"
297.200,308.600,1578,34.400,76,0,"1","1_Training"
297.200,308.600,1513,39.000,78,0,"2","1_Training"
297.100,308.500,1515,42.100,81,0,"2","1_Training"
297.200,308.600,1562,33.000,84,0,"1","1_Training"
297.200,308.700,1501,38.500,86,0,"1","1_Training"
297.200,308.700,1398,38.100,88,0,"2","2_Testing"
297.300,308.700,1352,53.800,91,0,"1","2_Testing"
297.300,308.700,1569,33.900,93,0,"3","2_Testing"
297.200,308.600,1486,46.600,98,0,"3","1_Training"
297.200,308.600,1864,23.600,103,0,"1","1_Training"
297.300,308.700,1447,44.500,105,0,"2","1_Training"
297.200,308.600,1392,41.500,108,0,"1","2_Testing"
297.300,308.600,1358,47.600,110,0,"1","1_Training"
297.300,308.700,1491,40.200,112,0,"1","1_Training"
297.300,308.700,1556,36.700,114,0,"1","1_Training"
297.300,308.700,1531,36.700,116,0,"1","1_Training"
297.400,308.700,1429,37.600,118,0,"3","1_Training"
297.400,308.800,1573,33.900,123,0,"2","1_Training"
297.400,308.800,1538,41.200,126,0,"1","1_Training"
297.400,308.800,1467,39.000,128,0,"1","2_Testing"
297.400,308.700,1323,51.100,130,0,"3","1_Training"
297.400,308.700,1798,23.000,135,0,"2","1_Training"
297.400,308.600,1411,46.300,138,0,"1","1_Training"
297.300,308.500,1528,44.500,140,0,"1","1_Training"
297.300,308.500,1504,42.000,142,0,"1","1_Training"
297.300,308.500,1384,39.600,144,0,"1","1_Training"
297.200,308.400,1677,26.400,146,0,"1","1_Training"
297.300,308.500,1764,30.800,148,0,"1","2_Testing"
297.400,308.500,1472,42.000,150,0,"2","1_Training"
297.400,308.500,1465,55.900,153,0,"2","1_Training"
297.400,308.600,1657,33.100,156,0,"2","2_Testing"
297.400,308.600,1635,30.500,159,0,"1","1_Training"
297.400,308.700,1582,31.900,161,0,"2","2_Testing"
297.500,308.700,1761,26.200,164,0,"1","2_Testing"
297.500,308.800,1587,34.900,166,0,"1","2_Testing"
297.500,308.700,1446,53.000,168,0,"2","1_Training"
297.500,308.700,1352,53.000,171,0,"2","1_Training"
297.400,308.700,1392,46.400,174,0,"2","1_Training"
297.500,308.800,1417,49.800,177,0,"1","1_Training"
297.500,308.800,1824,24.000,179,0,"3","2_Testing"
297.500,308.800,1603,36.700,184,0,"1","1_Training"
297.400,308.800,1620,33.400,186,0,"1","1_Training"
297.400,308.800,1353,49.400,188,0,"1","2_Testing"
297.500,308.800,1360,50.700,190,0,"1","1_Training"
297.500,308.600,1380,53.500,192,0,"1","1_Training"
297.500,308.700,1363,53.600,194,0,"2","2_Testing"
297.400,308.600,1452,41.200,197,0,"2","2_Testing"
297.400,308.600,1680,32.800,200,0,"1","1_Training"
297.500,308.600,1536,39.000,202,0,"1","1_Training"
297.500,308.600,1621,28.900,0,0,"1","2_Testing"
297.500,308.600,1585,37.600,2,0,"1","2_Testing"
297.600,308.700,1408,51.500,4,0,"2","1_Training"
297.500,308.600,1536,38.700,7,0,"3","1_Training"
297.500,308.600,1352,52.600,12,0,"1","1_Training"
297.500,308.600,1481,38.800,14,0,"3","1_Training"
297.500,308.700,1454,45.000,19,0,"1","1_Training"
297.500,308.600,1349,51.500,21,0,"2","1_Training"
297.500,308.600,1327,52.100,24,0,"2","2_Testing"
297.600,308.700,1552,42.300,27,0,"1","1_Training"
297.500,308.700,1456,44.700,29,0,"1","1_Training"
297.600,308.600,1254,45.800,31,0,"2","1_Training"
297.500,308.600,1437,43.300,34,0,"1","1_Training"
297.500,308.600,1694,27.100,36,0,"1","1_Training"
297.500,308.500,1306,50.700,38,0,"1","2_Testing"
297.500,308.500,1699,30.100,40,0,"2","1_Training"
297.400,308.500,1369,53.200,43,0,"1","1_Training"
297.400,308.500,1471,43.900,45,0,"1","1_Training"
297.400,308.500,1410,43.900,47,0,"1","2_Testing"
297.400,308.500,1412,45.500,49,0,"2","1_Training"
297.400,308.500,1418,51.200,52,0,"1","1_Training"
297.400,308.500,1782,25.900,54,0,"1","2_Testing"
297.400,308.500,1497,36.400,56,0,"2","1_Training"
297.300,308.400,1459,39.400,59,0,"1","1_Training"
297.200,308.300,1796,23.800,61,0,"1","1_Training"
297.200,308.300,1569,31.200,63,0,"1","1_Training"
297.300,308.400,1469,46.700,65,0,"1","2_Testing"
297.300,308.400,1472,41.300,67,0,"1","1_Training"
297.400,308.500,1475,47.200,69,0,"1","1_Training"
297.400,308.600,1488,36.400,71,0,"1","1_Training"
297.400,308.600,1524,43.100,73,0,"1","2_Testing"
297.400,308.500,1486,48.600,75,0,"1","2_Testing"
297.500,308.600,1255,60.700,77,0,"2","1_Training"
297.400,308.600,1469,42.600,80,0,"2","1_Training"
297.400,308.500,1692,34.300,83,0,"1","2_Testing"
297.400,308.600,1604,32.800,85,0,"2","2_Testing"
297.400,308.600,1446,48.100,88,0,"1","1_Training"
297.300,308.500,1503,43.300,90,0,"1","1_Training"
297.300,308.500,1625,32.800,92,0,"2","1_Training"
297.200,308.500,1574,35.800,95,0,"1","2_Testing"
297.200,308.400,1378,41.900,97,0,"2","1_Training"
297.100,308.400,1693,29.500,100,0,"1","1_Training"
297.200,308.400,1462,51.200,102,0,"1","1_Training"
297.300,308.500,1435,55.000,104,0,"3","2_Testing"
297.200,308.500,1425,45.800,109,0,"2","1_Training"
297.300,308.600,1376,53.500,112,0,"3","2_Testing"
297.400,308.700,1481,48.000,117,0,"2","1_Training"
297.400,308.700,1349,48.900,120,0,"3","1_Training"
297.300,308.700,1551,40.000,125,0,"1","2_Testing"
297.400,308.700,1623,33.800,127,0,"3","2_Testing"
297.400,308.800,1462,49.700,132,0,"1","1_Training"
297.300,308.800,1447,57.400,134,0,"2","1_Training"
297.300,308.900,1799,24.500,137,0,"2","1_Training"
297.300,308.800,1548,41.300,140,0,"2","2_Testing"
297.200,308.800,1485,47.900,143,0,"2","1_Training"
297.200,308.700,1463,49.900,146,0,"1","1_Training"
297.300,308.700,1587,35.800,148,0,"1","1_Training"
297.300,308.800,1469,44.100,150,0,"2","2_Testing"
297.300,308.700,1430,42.800,153,0,"3","1_Training"
297.400,308.700,1726,26.800,158,0,"3","2_Testing"
297.400,308.800,1651,34.100,163,0,"1","1_Training"
297.400,308.800,1529,41.300,165,0,"1","2_Testing"
297.400,308.800,1473,46.200,167,0,"1","1_Training"
297.400,308.800,1324,53.500,169,0,"3","2_Testing"
297.400,308.900,1708,28.800,174,0,"1","2_Testing"
297.500,309.100,1540,38.500,176,0,"2","1_Training"
297.500,309.000,1320,54.700,179,0,"1","1_Training"
297.400,308.900,1376,39.000,181,0,"2","1_Training"
297.300,308.700,1542,37.000,184,0,"2","1_Training"
297.300,308.700,1506,39.300,187,0,"1","2_Testing"
297.300,308.700,1492,43.600,189,0,"1","2_Testing"
297.300,308.800,1564,38.000,191,0,"3","1_Training"
297.400,308.900,1645,30.800,196,0,"3","1_Training"
297.400,308.900,1348,59.100,201,0,"2","2_Testing"
297.500,308.900,1443,43.500,0,0,"1","1_Training"
297.500,308.900,1436,44.800,2,0,"2","1_Training"
297.500,308.900,1596,30.700,5,0,"1","1_Training"
297.600,309.000,1491,43.200,7,0,"1","1_Training"
297.700,308.900,1573,35.100,9,0,"2","1_Training"
297.700,308.900,1575,39.900,12,0,"1","1_Training"
297.700,308.900,1458,41.100,14,0,"1","2_Testing"
297.700,309.000,1433,41.800,16,0,"2","1_Training"
297.700,308.900,1662,28.100,19,0,"1","2_Testing"
297.700,308.900,1327,63.700,21,0,"2","1_Training"
297.700,308.900,1742,26.300,24,0,"1","2_Testing"
297.800,308.900,1506,33.500,26,0,"1","1_Training"
297.900,309.100,1457,44.400,28,0,"1","1_Training"
297.900,309.100,1488,37.300,30,0,"2","1_Training"
297.900,309.100,1619,34.700,33,0,"1","1_Training"
298.000,309.200,1558,41.700,35,0,"2","2_Testing"
298.000,309.200,1731,28.700,38,0,"1","2_Testing"
298.000,309.100,1574,34.800,40,0,"2","1_Training"
297.900,309.000,1290,49.800,43,0,"1","1_Training"
297.900,308.900,1416,39.600,45,0,"3","1_Training"
297.900,308.900,1566,41.900,50,0,"1","2_Testing"
297.900,309.000,1456,46.500,52,0,"1","1_Training"
297.900,309.000,1528,37.500,54,0,"1","1_Training"
297.900,309.100,1338,49.600,56,0,"2","1_Training"
297.900,309.100,1558,39.200,59,0,"2","2_Testing"
297.900,309.100,1614,38.100,62,0,"2","2_Testing"
298.000,309.100,1557,36.400,65,0,"3","2_Testing"
298.100,309.300,1443,45.300,70,0,"1","1_Training"
298.100,309.300,1332,51.000,72,0,"3","1_Training"
298.100,309.300,1752,25.200,77,0,"2","1_Training"
298.100,309.200,1460,45.800,80,0,"2","2_Testing"
298.100,309.200,1802,26.900,83,0,"1","2_Testing"
298.000,309.200,1527,39.500,85,0,"1","1_Training"
298.000,309.200,1458,39.800,87,0,"1","2_Testing"
298.000,309.200,1520,37.900,89,0,"3","1_Training"
298.000,309.200,1378,49.700,94,0,"1","1_Training"
297.900,309.200,1529,38.100,96,0,"2","1_Training"
